timestamp,open,close
1789036193,101.07,101.07
1789039697,101.25,101.25
1789043728,100.93,100.93
1789046932,99.4,99.4
1789050545,99.93,99.93
1789054178,99.68,99.68
1789057699,99.17,99.17
1789061203,99.91,99.91
1789065021,99.37,99.37
1789068284,99.81,99.81
1789072018,100.0,100.0
1789075561,99.9,99.9
1789079148,99.96,99.96
1789082723,99.03,99.03
1789086929,98.6,98.6
1789090035,99.22,99.22
1789093727,99.09,99.09
1789097337,99.05,99.05
1789100973,99.82,99.82
1789104451,99.6,99.6
1789108450,99.69,99.69
1789111753,99.91,99.91
1789115420,99.76,99.76
1789118943,99.62,99.62
1789122538,99.49,99.49
1789126053,98.94,98.94
1789130056,98.73,98.73
1789133372,101.23,101.23
1789136960,103.64,103.64
1789140523,103.37,103.37
1789144170,101.62,101.62
1789147627,102.28,102.28
1789151485,101.35,101.35
1789154784,101.28,101.28
1789158500,102.55,102.55
1789161963,102.98,102.98
1789165611,102.22,102.22
1789169118,102.21,102.21
1789173253,102.09,102.09
1789176343,102.09,102.09
1789180109,101.81,101.81
1789183664,101.63,101.63
1789187271,101.66,101.66
1789190795,101.47,101.47
1789194738,101.73,101.73
1789197957,101.82,101.82
1789201656,101.63,101.63
1789205214,101.95,101.95
1789208802,102.05,102.05
1789212352,102.0,102.0
1789216336,102.3,102.3
1789219565,101.86,101.86
1789223255,101.92,101.92
1789226789,101.94,101.94
1789230428,101.95,101.95
1789233935,102.05,102.05
1789237720,101.79,101.79
1789241123,101.52,101.52
1789244956,101.4,101.4
1789248395,101.44,101.44
1789251987,101.76,101.76
1789255552,101.68,101.68
1789259772,101.6,101.6
1789262857,102.1,102.1
1789266482,101.9,101.9
1789270101,101.96,101.96
1789273697,101.69,101.69
1789277176,101.82,101.82
1789281366,101.35,101.35
1789284402,101.3,101.3
1789288114,100.43,100.43
1789293166,99.81,99.81
1789295440,99.77,99.77
